1,18,39.89,116.12,39.93,116.12
4,8,39.89,116.27,39.89,116.27
4,11,39.75,116.34,39.75,116.33
2,6,40.07,116.32,40.07,116.32
1,16,40.07,116.41,40.07,116.41
3,8,39.83,116.3,39.82,116.31
4,6,39.93,116.5,39.92,116.5
3,18,39.79,116.54,39.8,116.54
6,18,39.81,116.44,39.8,116.45
4,8,39.86,116.5,39.86,116.49
6,19,39.92,116.21,39.91,116.21
3,16,39.9,116.22,39.91,116.21
4,9,39.93,116.28,39.93,116.28
3,17,40.14,116.75,40.13,116.78
0,17,39.94,116.19,39.93,116.2
1,7,40,116.49,40,116.49
3,11,39.93,116.37,39.93,116.37
3,7,40.13,116.33,40.12,116.33
4,9,39.91,116.34,39.93,116.34
6,12,39.93,116.5,39.93,116.5
4,8,40,116.5,40,116.51
2,18,39.94,116.32,39.98,116.32
3,14,39.92,116.55,39.93,116.55
0,7,39.77,116.23,39.76,116.22
3,7,39.97,116.42,39.97,116.42
3,15,39.86,116.46,39.86,116.47
1,8,40.04,116.35,40.04,116.37
3,13,39.93,116.31,39.93,116.31
0,17,40.04,116.35,40.04,116.35
1,7,39.99,116.39,39.99,116.39
4,21,39.91,116.3,39.91,116.31
1,19,39.88,116.68,39.87,116.68
5,8,39.86,116.48,39.86,116.49
2,23,39.81,116.42,39.81,116.42
5,7,39.81,116.57,39.81,116.57
4,8,39.93,116.58,39.93,116.58
1,20,39.88,116.32,39.88,116.32
4,18,39.86,116.44,39.87,116.43
3,7,39.93,116.32,39.93,116.32
5,21,39.95,116.41,39.94,116.43
3,19,39.87,116.69,39.87,116.7
3,7,39.98,116.33,39.97,116.33
5,18,39.84,116.3,39.85,116.29
6,6,39.92,116.48,39.92,116.48
2,7,39.79,116.3,39.79,116.31
6,9,39.91,116.59,39.9,116.6
6,9,39.93,116.51,39.92,116.52
4,20,39.85,116.53,39.84,116.53
3,19,40.1,116.31,40.12,116.31
0,9,39.87,116.28,39.87,116.28
6,19,39.9,116.25,39.9,116.24
3,8,39.88,116.46,39.87,116.45
5,16,39.86,116.4,39.86,116.4
0,7,39.93,116.18,39.93,116.18
1,17,39.85,116.4,39.85,116.39
6,8,39.99,116.36,39.98,116.36
3,9,40.03,116.5,40.03,116.52
4,9,39.85,116.35,39.84,116.35
2,7,39.99,116.37,39.98,116.37
4,12,39.95,116.29,39.96,116.29
2,17,39.91,116.43,39.91,116.43
1,17,39.87,116.31,39.86,116.31
5,10,39.94,116.69,39.94,116.69
6,10,39.95,116.42,39.94,116.44
4,12,39.83,116.21,39.82,116.2
2,17,39.9,116.23,39.9,116.23
5,15,39.89,116.4,39.88,116.4
4,17,39.84,116.4,39.84,116.41
0,18,39.93,116.46,39.93,116.46
6,10,40.09,116.28,40.1,116.28
0,6,39.93,116.61,39.93,116.6
3,12,39.8,116.58,39.8,116.57
1,17,39.84,116.3,39.84,116.29
6,18,39.93,116.38,39.92,116.37
2,18,39.86,116.53,39.85,116.53
3,12,39.92,116.35,39.92,116.35
5,16,39.79,116.38,39.78,116.37
3,14,39.91,116.45,39.91,116.45
0,20,40,116.47,39.99,116.46
0,14,39.91,116.5,39.91,116.49
0,16,39.97,116.34,39.97,116.34
6,16,40,116.33,39.99,116.33
0,20,40.03,116.36,40.04,116.35
4,16,39.93,116.6,39.93,116.59
5,17,39.73,116.34,39.73,116.34
6,6,39.93,116.37,39.93,116.38
5,10,39.82,116.38,39.81,116.37
6,11,40.04,116.55,40.03,116.55
5,10,39.85,116.7,39.85,116.7
3,8,39.91,116.26,39.91,116.25
3,18,39.83,116.45,39.85,116.45
2,17,39.8,116.35,39.8,116.34
6,17,39.85,116.44,39.85,116.43
3,16,39.71,116.58,39.71,116.58
0,15,40.01,116.51,40,116.51
6,11,39.96,116.3,39.96,116.3
0,13,39.76,116.21,39.75,116.21
2,2,39.89,116.43,39.89,116.44
4,22,39.86,116.38,39.9,116.37
6,8,39.91,116.21,39.9,116.22
5,6,39.77,116.5,39.76,116.5
3,19,39.94,116.2,39.93,116.21
5,18,39.91,116.63,39.91,116.63
2,7,39.91,116.5,39.91,116.5
3,15,39.87,116.35,39.86,116.35
2,18,39.89,116.38,39.89,116.38
6,21,39.86,116.26,39.85,116.26
1,19,39.91,116.56,39.92,116.56
2,7,39.85,116.38,39.85,116.39
4,10,39.98,116.34,39.97,116.33
6,16,39.85,116.2,39.85,116.2
5,9,40.03,116.33,40.03,116.32
0,21,39.78,116.29,39.78,116.29
6,10,39.95,116.75,39.95,116.75
1,18,39.99,116.37,39.98,116.36
4,11,39.91,116.37,39.9,116.37
0,11,39.81,116.49,39.81,116.5
6,20,39.83,116.51,39.82,116.51
6,16,40.01,116.37,40.01,116.37
4,11,39.86,116.42,39.85,116.41
0,16,39.96,116.29,39.96,116.28
1,16,39.91,116.58,39.91,116.57
4,8,39.98,116.34,39.98,116.35
4,7,39.89,116.46,39.9,116.46
6,20,39.85,116.39,39.85,116.4
1,23,40,116.42,40,116.42
3,10,40.08,116.22,40.07,116.21
4,7,39.84,116.28,39.84,116.29
6,19,39.88,116.29,39.87,116.29
3,5,39.9,116.3,39.89,116.32
6,10,39.83,116.44,39.83,116.44
6,18,39.81,116.39,39.82,116.39
4,7,39.94,116.52,39.94,116.52
4,17,40.04,116.54,40.04,116.54
3,19,39.85,116.32,39.85,116.33
4,10,39.89,116.36,39.89,116.35
1,19,40.12,116.65,40.11,116.67
5,20,40.07,116.44,40.07,116.44
3,20,39.91,116.47,39.91,116.48
0,18,39.96,116.72,39.96,116.71
0,17,39.97,116.41,39.97,116.41
6,16,39.84,116.45,39.84,116.45
3,11,39.73,116.14,39.72,116.14
5,20,39.99,116.48,40.01,116.47
3,17,39.74,116.28,39.74,116.28
2,19,39.89,116.61,39.9,116.61
3,18,39.92,116.45,39.92,116.44
1,16,39.91,116.21,39.91,116.21
6,18,39.78,116.42,39.78,116.42
5,13,39.96,116.51,39.96,116.5
2,11,39.85,116.42,39.85,116.43
1,9,39.89,116.5,39.9,116.49
1,18,39.87,116.29,39.87,116.28
0,18,39.91,116.37,39.9,116.36
0,6,39.93,116.17,39.93,116.18
2,18,39.96,116.29,39.95,116.29
5,18,39.97,116.48,39.97,116.49
0,9,39.89,116.46,39.89,116.48
6,7,39.84,116.38,39.85,116.37
0,11,39.96,116.42,39.96,116.42
0,17,40.12,116.25,40.12,116.26
1,11,39.79,116.37,39.8,116.37
5,22,39.81,116.19,39.81,116.19
3,20,39.9,116.21,39.9,116.2
2,6,39.87,116.42,39.87,116.41
4,12,39.99,116.48,39.98,116.48
5,22,39.85,116.39,39.85,116.38
6,8,39.75,116.48,39.8,116.48
4,20,39.94,116.3,39.93,116.31
0,18,39.91,116.21,39.9,116.22
3,19,39.93,116.6,39.92,116.62
0,17,39.78,116.31,39.78,116.3
6,11,39.91,116.61,39.91,116.61
0,17,39.93,116.47,39.93,116.47
4,21,39.85,116.39,39.85,116.38
4,12,39.78,116.49,39.78,116.5
3,9,39.88,116.28,39.88,116.28
3,20,39.91,116.46,39.91,116.46
3,19,39.91,116.47,39.98,116.47
1,20,39.91,116.34,39.9,116.34
4,11,39.99,116.37,39.99,116.37
4,7,39.75,116.54,39.77,116.54
6,9,39.93,116.51,39.93,116.52
3,21,39.78,116.42,39.78,116.42
3,14,39.89,116.29,39.89,116.29
3,19,39.91,116.47,39.91,116.47
6,9,39.85,116.33,39.85,116.33
5,10,39.83,116.33,39.83,116.33
3,19,39.84,116.33,39.84,116.33
3,21,39.78,116.56,39.78,116.56
5,8,39.82,116.4,39.85,116.4
3,9,39.97,116.36,39.98,116.35
5,17,39.81,116.43,39.82,116.42
6,12,39.94,116.44,39.94,116.45
3,8,39.99,116.5,39.99,116.5
5,7,39.81,116.42,39.81,116.42
5,17,39.93,116.49,39.93,116.48
6,13,39.89,116.43,39.89,116.43
3,18,39.87,116.35,39.87,116.36
2,12,39.91,116.47,39.91,116.49
4,9,40.04,116.32,40.04,116.31
6,8,39.76,116.28,39.77,116.27
0,17,39.84,116.28,39.84,116.28
1,18,39.93,116.24,39.93,116.23
3,18,39.93,116.58,39.92,116.58
4,20,39.73,116.57,39.72,116.57
3,7,39.91,116.58,39.91,116.59
6,16,39.97,116.25,39.97,116.25
2,18,39.95,116.37,39.96,116.37
3,20,39.82,116.41,39.82,116.41
4,8,40,116.38,40,116.37
4,6,39.85,116.44,39.85,116.45
6,17,39.77,116.48,39.76,116.49
4,13,39.85,116.33,39.85,116.33
4,18,39.96,116.35,39.96,116.35
3,8,40.1,116.53,40.09,116.55
0,20,40.03,116.28,40.03,116.28
6,13,40.13,116.66,40.13,116.65
1,19,39.93,116.19,39.93,116.19
1,7,39.94,116.45,39.94,116.45
6,12,39.91,116.19,39.91,116.2
0,14,39.96,116.4,39.95,116.41
0,17,39.95,116.29,39.94,116.29
5,19,39.92,116.2,39.91,116.2
6,20,39.88,116.67,39.88,116.68
5,9,39.86,116.38,39.85,116.37
0,19,39.86,116.29,39.85,116.28
2,18,39.78,116.34,39.78,116.34
3,20,39.67,116.1,39.67,116.09
1,17,40.03,116.35,40.02,116.35
1,12,39.91,116.19,39.9,116.21
5,16,40.09,116.37,40.08,116.36
6,8,39.76,116.57,39.76,116.57
4,20,39.8,116.14,39.79,116.14
2,14,39.91,116.5,39.9,116.51
3,22,39.93,116.5,39.93,116.5
4,7,39.91,116.19,39.92,116.19
3,13,39.98,116.36,39.97,116.35
6,11,39.9,116.39,39.9,116.4
6,10,39.88,116.26,39.87,116.26
4,9,40,116.42,39.99,116.42
3,17,39.74,116.74,39.73,116.73
6,11,39.86,116.3,39.85,116.3
6,19,39.89,116.47,39.89,116.47
1,6,39.85,116.44,39.85,116.43
3,19,39.89,116.21,39.89,116.21
6,16,39.97,116.54,39.96,116.53
4,17,39.79,116.53,39.78,116.52
3,11,39.93,116.28,39.93,116.29
1,7,40.04,116.35,40.03,116.35
1,20,39.84,116.3,39.83,116.3
6,8,40,116.37,40,116.37
6,0,39.84,116.29,39.84,116.28
0,5,39.91,116.43,39.91,116.43
1,16,39.96,116.45,39.97,116.45
1,17,39.81,116.39,39.82,116.39
1,21,39.9,116.47,39.89,116.47
4,12,39.97,116.49,39.98,116.49
3,17,39.77,116.42,39.77,116.41
2,21,39.98,116.37,39.97,116.37
4,7,39.94,116.35,39.94,116.35
6,16,39.84,116.28,39.84,116.28
3,15,39.93,116.48,39.93,116.48
3,20,40.08,116.33,40.08,116.33
2,15,39.94,116.37,39.95,116.37
6,17,39.81,116.29,39.81,116.29
6,21,39.89,116.46,39.89,116.46
4,8,39.93,116.39,39.93,116.38
3,11,40.07,116.27,40.08,116.27
6,18,39.78,116.28,39.79,116.28
6,7,39.97,116.43,39.97,116.42
3,7,39.9,116.48,39.89,116.48
1,7,39.96,116.34,39.96,116.34
4,11,39.92,116.19,39.91,116.19
5,14,39.9,116.38,39.9,116.37
6,12,39.91,116.25,39.9,116.25
5,17,39.89,116.34,39.89,116.33
6,17,39.94,116.47,39.95,116.46
2,7,40.08,116.4,40.08,116.41
3,17,40.05,116.3,40.04,116.3
0,11,39.9,116.72,39.9,116.73
4,12,39.92,116.31,39.92,116.3
6,21,39.88,116.39,39.88,116.4
2,6,39.96,116.41,39.95,116.4
3,8,39.97,116.46,39.97,116.45
2,8,39.95,116.56,39.95,116.56
0,7,39.89,116.59,39.89,116.58
2,8,39.9,116.34,39.9,116.34
5,12,39.93,116.29,39.93,116.29
5,8,40.08,116.24,40.09,116.23
3,11,39.8,116.37,39.8,116.37
0,8,39.99,116.33,39.98,116.33
5,13,39.94,116.27,39.94,116.27
6,20,39.92,116.59,39.92,116.58
2,7,40.09,116.23,40.08,116.24
1,10,39.93,116.47,39.93,116.47
6,22,39.8,116.49,39.79,116.49
1,17,39.89,116.37,39.9,116.37
5,13,40,116.35,40,116.34
3,20,39.81,116.52,39.82,116.51
2,8,39.84,116.41,39.85,116.4
0,11,39.86,116.34,39.87,116.33
3,15,39.89,116.44,39.89,116.44
2,18,39.96,116.29,39.95,116.28
1,14,39.74,116.55,39.74,116.55
4,10,39.85,116.35,39.85,116.35
2,8,39.87,116.69,39.87,116.73
5,9,39.76,116.55,39.76,116.56
1,7,39.98,116.41,39.98,116.42
1,13,40.2,116.71,40.19,116.71
4,11,39.91,116.32,39.9,116.33
5,14,40.08,116.36,40.08,116.35
4,6,39.9,116.21,39.91,116.2
6,14,39.94,116.42,39.94,116.41
6,8,39.81,116.44,39.8,116.45
6,19,39.93,116.48,39.92,116.48
1,14,40.08,116.28,40.07,116.27
5,13,39.87,116.44,39.87,116.44
4,8,39.99,116.34,39.99,116.35
1,21,39.85,116.41,39.85,116.41
1,11,39.91,116.33,39.92,116.33
2,12,39.71,116.42,39.71,116.42
3,13,39.85,116.39,39.84,116.39
3,8,39.92,116.3,39.91,116.3
1,7,39.86,116.38,39.86,116.39
3,8,40.03,116.42,40.04,116.42
4,12,39.91,116.54,39.91,116.53
4,9,39.95,116.37,39.96,116.37
0,20,39.93,116.21,39.93,116.21
0,9,39.92,116.26,39.92,116.26
4,8,39.92,116.35,39.92,116.36
5,17,39.89,116.28,39.89,116.3
4,18,39.81,116.4,39.81,116.4
0,7,39.91,116.62,39.91,116.62
1,2,39.89,116.38,39.88,116.38
6,13,40.07,116.26,40.07,116.25
5,11,39.94,116.47,39.94,116.47
3,15,39.91,116.42,39.91,116.43
4,16,40.1,116.28,40.09,116.29
3,16,39.78,116.5,39.79,116.49
5,14,39.99,116.37,39.98,116.37
2,12,39.96,116.42,39.96,116.43
3,22,40.08,116.38,40.07,116.38
1,18,39.9,116.17,39.9,116.16
1,8,39.85,116.36,39.87,116.35
6,10,39.82,116.66,39.82,116.66
6,12,39.91,116.64,39.91,116.65
3,7,39.94,116.29,39.93,116.28
4,9,39.97,116.44,39.98,116.44
4,8,39.77,116.57,39.78,116.57
6,10,39.97,116.4,39.97,116.4
5,22,39.92,116.35,39.92,116.35
3,13,39.93,116.48,39.92,116.48
6,16,39.84,116.34,39.84,116.34
2,10,39.85,116.44,39.85,116.45
4,8,39.93,116.43,39.97,116.43
3,10,39.87,116.35,39.87,116.36
6,22,39.9,116.24,39.9,116.23
2,13,39.97,116.41,39.96,116.42
1,20,39.89,116.32,39.89,116.31
6,13,39.93,116.65,39.93,116.64
1,12,39.98,116.35,39.98,116.35
0,13,39.98,116.32,40,116.32
3,13,39.81,116.37,39.81,116.37
3,8,39.76,116.5,39.76,116.5
2,14,39.96,116.36,39.96,116.36
0,19,40.05,116.41,40.05,116.4
2,16,39.96,116.47,39.95,116.46
1,21,39.86,116.35,39.86,116.35
4,16,39.93,116.28,39.93,116.28
6,16,39.84,116.29,39.84,116.28
2,11,39.85,116.38,39.85,116.38
5,7,39.95,116.32,39.94,116.33
1,10,39.91,116.58,39.91,116.58
3,11,39.8,116.42,39.8,116.41
1,16,39.96,116.4,39.96,116.46
6,10,39.97,116.44,39.97,116.44
1,17,39.85,116.4,39.84,116.41
3,11,39.93,116.26,39.92,116.26
2,8,40.01,116.37,40.01,116.37
2,17,39.98,116.55,39.97,116.55
0,13,39.8,116.53,39.8,116.54
3,19,39.87,116.48,39.87,116.48
0,8,39.91,116.37,39.91,116.37
6,13,39.99,116.32,39.98,116.31
6,13,39.81,116.46,39.81,116.46
1,22,39.89,116.32,39.89,116.32
3,6,39.89,116.3,39.89,116.3
1,8,39.89,116.46,39.89,116.46
2,9,39.95,116.46,39.95,116.45
1,9,39.91,116.23,39.91,116.23
4,17,39.86,116.31,39.86,116.31
1,8,39.83,116.4,39.85,116.39
0,11,39.89,116.48,39.88,116.48
0,18,39.86,116.46,39.86,116.46
3,20,39.97,116.33,39.97,116.32
6,21,39.92,116.5,39.92,116.49
6,15,39.92,116.13,39.92,116.13
0,17,39.84,116.31,39.83,116.33
5,18,39.85,116.44,39.85,116.45
2,18,39.91,116.33,39.9,116.33
4,8,39.89,116.46,39.89,116.47
3,8,39.92,116.48,39.92,116.48
6,21,39.9,116.37,39.9,116.37
5,21,39.74,116.42,39.73,116.42
2,13,39.89,116.36,39.88,116.35
6,16,40.07,116.37,40.06,116.37
3,7,39.82,116.45,39.85,116.45
1,9,39.98,116.34,39.97,116.33
4,12,40.07,116.32,40.08,116.31
2,18,39.95,116.51,39.94,116.51
5,13,39.89,116.32,39.89,116.32
4,12,39.89,116.47,39.88,116.46
0,6,39.93,116.35,39.94,116.34
6,13,39.88,116.46,39.87,116.47
0,19,39.9,116.4,39.9,116.42
4,1,40.03,116.35,40.03,116.35
1,20,39.85,116.43,39.84,116.43
4,10,39.94,116.53,39.94,116.53
2,16,39.9,116.22,39.89,116.23
0,21,39.94,116.28,39.94,116.29
6,15,39.91,116.37,39.91,116.37
1,12,39.91,116.64,39.91,116.65
0,9,39.92,116.47,39.91,116.47
6,6,39.91,116.35,39.92,116.34
1,19,40.08,116.32,40.08,116.32
4,5,40.06,116.35,40.06,116.35
6,15,39.89,116.34,39.88,116.33
1,23,39.9,116.39,39.9,116.39
0,10,39.91,116.3,39.9,116.3
2,9,39.91,116.56,39.92,116.56
5,16,39.83,116.3,39.82,116.3
6,12,39.99,116.43,39.99,116.42
3,17,39.91,116.2,39.91,116.21
4,15,39.91,116.46,39.92,116.45
3,19,40.07,116.36,40.07,116.36
6,19,39.98,116.37,40,116.37
3,7,40.03,116.36,40.04,116.36
0,19,39.76,116.45,39.76,116.45
5,20,39.97,116.3,39.98,116.3
3,18,39.92,116.3,39.92,116.3
2,18,39.91,116.27,39.91,116.27
5,5,39.91,116.42,39.91,116.42
6,7,40.07,116.41,40.07,116.41
0,8,39.97,116.38,39.96,116.45
6,17,39.81,116.46,39.8,116.46
4,11,39.91,116.29,39.91,116.3
6,18,39.88,116.72,39.88,116.72
2,23,39.93,116.38,39.94,116.38
2,11,39.93,116.3,39.92,116.3
4,21,39.79,116.42,39.8,116.42
4,11,39.76,116.58,39.77,116.57
2,17,39.93,116.51,39.92,116.5
2,22,39.98,116.35,40,116.34
1,18,40.01,116.29,40,116.29
6,15,39.68,116.3,39.67,116.3
1,13,39.87,116.34,39.87,116.34
3,12,39.72,116.56,39.71,116.56
4,17,39.93,116.47,39.93,116.47
5,9,39.82,116.41,39.82,116.41
5,9,39.91,116.25,39.9,116.25
6,7,39.92,116.48,39.91,116.48
3,16,39.78,116.52,39.78,116.53
4,21,39.77,116.19,39.77,116.19
2,0,39.87,116.29,39.86,116.3
0,6,40.07,116.42,40.07,116.41
3,10,39.9,116.18,39.9,116.18
4,9,39.8,116.5,39.81,116.5
4,7,40.03,116.31,40.03,116.31
3,11,39.87,116.33,39.87,116.32
6,8,39.97,116.48,39.97,116.49
1,7,39.95,116.43,39.95,116.44
1,16,39.89,116.48,39.91,116.47
3,11,39.94,116.38,39.95,116.37
3,14,39.97,116.44,39.98,116.44
3,7,39.85,116.47,39.87,116.46
4,15,39.97,116.31,39.96,116.3
5,11,39.96,116.49,39.97,116.48
6,15,39.92,116.42,39.92,116.42
4,7,39.9,116.6,39.91,116.6
4,12,39.95,116.29,39.96,116.28
3,18,40.05,116.31,40.05,116.31
5,1,39.73,116.57,39.73,116.57
6,14,39.87,116.5,39.88,116.5
3,18,39.89,116.43,39.89,116.43
1,8,39.89,116.53,39.89,116.53
5,15,39.84,116.3,39.84,116.29
2,17,39.92,116.66,39.93,116.65
0,13,39.92,116.58,39.91,116.59
3,11,39.92,116.46,39.92,116.46
3,18,39.94,116.43,39.96,116.42
5,18,39.94,116.31,39.94,116.3
1,18,40.03,116.4,40.04,116.4
3,7,39.93,116.35,39.92,116.36
1,8,39.85,116.45,39.84,116.47
5,13,39.92,116.42,39.92,116.43
1,15,39.9,116.21,39.9,116.2
4,13,39.85,116.31,39.84,116.32
